model,category,recovered,judged,recovery_rate
watt-ai_watt-tool-8B,zh_simple_python,23,41,0.5609756097560976
watt-ai_watt-tool-8B,zh_multiple,11,23,0.4782608695652174
watt-ai_watt-tool-8B,zh_parallel,9,46,0.1956521739130435
mistralai_Ministral-8B-Instruct-2410,zh_multi_turn_long_context,0,200,0.0
Qwen_Qwen3-8B-FC,zh_parallel_multiple,60,86,0.6976744186046512
uiuc-convai_CoALM-8B,zh_multi_turn_miss_func,0,194,0.0
watt-ai_watt-tool-8B,zh_multi_turn_miss_param,0,175,0.0
Qwen_Qwen3-8B-FC,zh_simple_python,50,77,0.6493506493506493
Qwen_Qwen3-8B-FC,zh_multiple,26,34,0.7647058823529411
Qwen_Qwen3-8B-FC,zh_parallel,23,60,0.38333333333333336
uiuc-convai_CoALM-8B,zh_multi_turn_base,1,191,0.005235602094240838
watt-ai_watt-tool-8B,zh_multi_turn_miss_func,0,169,0.0
Qwen_Qwen3-8B-FC,zh_multi_turn_miss_param,0,186,0.0
watt-ai_watt-tool-8B,zh_multi_turn_base,4,161,0.024844720496894408
uiuc-convai_CoALM-8B,zh_multi_turn_long_context,0,197,0.0
meta-llama_Llama-3.1-8B-Instruct-FC,zh_parallel_multiple,41,96,0.4270833333333333
meta-llama_Llama-3.1-8B-Instruct-FC,zh_simple_python,18,51,0.35294117647058826
watt-ai_watt-tool-8B,zh_multi_turn_long_context,6,163,0.03680981595092025
meta-llama_Llama-3.1-8B-Instruct-FC,zh_multiple,8,31,0.25806451612903225
Qwen_Qwen3-8B-FC,zh_multi_turn_miss_func,0,186,0.0
meta-llama_Llama-3.1-8B-Instruct-FC,zh_parallel,21,195,0.1076923076923077
Qwen_Qwen3-8B-FC,zh_multi_turn_base,0,184,0.0
meta-llama_Llama-3.1-8B-Instruct-FC,zh_multi_turn_miss_param,0,193,0.0
Qwen_Qwen3-8B-FC,zh_multi_turn_long_context,0,193,0.0
meta-llama_Llama-3.1-8B-Instruct-FC,zh_multi_turn_miss_func,1,189,0.005291005291005291
meta-llama_Llama-3.1-8B-Instruct-FC,zh_multi_turn_base,2,192,0.010416666666666666
meta-llama_Llama-3.1-8B-Instruct-FC,zh_multi_turn_long_context,1,194,0.005154639175257732
Salesforce_Llama-xLAM-2-8b-fc-r-checkpoint-5115-merged-1batch-2560seq-3epoch-apigen-nomlp,zh_parallel_multiple,45,71,0.6338028169014085
Salesforce_Llama-xLAM-2-8b-fc-r-checkpoint-5115-merged-1batch-2560seq-3epoch-apigen-nomlp,zh_simple_python,26,43,0.6046511627906976
Salesforce_Llama-xLAM-2-8b-fc-r-checkpoint-5115-merged-1batch-2560seq-3epoch-apigen-nomlp,zh_multiple,12,23,0.5217391304347826
Salesforce_Llama-xLAM-2-8b-fc-r-checkpoint-5115-merged-1batch-2560seq-3epoch-apigen-nomlp,zh_parallel,13,54,0.24074074074074073
Salesforce_Llama-xLAM-2-8b-fc-r-checkpoint-6240-merged-1batch-2560seq-3epoch-multi3000-nomlp,zh_parallel_multiple,51,88,0.5795454545454546
Salesforce_Llama-xLAM-2-8b-fc-r-checkpoint-6240-merged-1batch-2560seq-3epoch-multi3000-nomlp,zh_simple_python,29,46,0.6304347826086957
Salesforce_Llama-xLAM-2-8b-fc-r-checkpoint-6240-merged-1batch-2560seq-3epoch-multi3000-nomlp,zh_multiple,9,22,0.4090909090909091
Salesforce_Llama-xLAM-2-8b-fc-r-checkpoint-6240-merged-1batch-2560seq-3epoch-multi3000-nomlp,zh_parallel,15,104,0.14423076923076922
